gender,age,place,group,netTime,minutes,mph
M,59,461,M55-59 ,3:50:06,232.3666667,6.770011476
M,35,462,M35-39 ,3:50:10,238.2666667,6.602371293
M,26,463,M25-29 ,3:50:11,230.3833333,6.828293424
F,27,464,F25-29 ,3:50:12,230.6166667,6.821384693
M,20,465,M18-24 ,3:50:14,230.3,6.830764221
F,46,466,F45-49 ,3:50:14,232.5,6.766129032
M,31,467,M30-34 ,3:50:15,230.8333333,6.814981949
F,29,468,F25-29 ,3:50:17,230.7,6.818920676
M,37,469,M35-39 ,3:50:21,259.65,6.058636626
M,38,470,M35-39 ,3:50:24,230.8833333,6.8135061
M,41,471,M40-44 ,3:50:26,234.8833333,6.697473923
M,18,472,M18-24 ,3:50:26,232.8166667,6.756926051
M,42,473,M40-44 ,3:50:27,266.05,5.912892313
M,54,474,M50-54 ,3:50:28,231.0333333,6.809082383
F,30,475,F30-34 ,3:50:31,235.1333333,6.690352991
M,28,476,M25-29 ,3:50:31,235.1333333,6.690352991
M,21,477,M18-24 ,3:50:34,232.9833333,6.752092424
M,25,478,M25-29 ,3:50:38,241.7166667,6.508136248
F,25,479,F25-29 ,3:50:40,233.3833333,6.740519889
M,26,480,M25-29 ,3:50:41,233.1,6.748712999
F,37,481,F35-39 ,3:50:42,231.1833333,6.804664408
M,36,482,M35-39 ,3:50:44,231.15,6.805645685
M,35,483,M35-39 ,3:50:44,263.5666667,5.968603769
M,23,484,M18-24 ,3:50:48,235.45,6.681354852
M,27,485,M25-29 ,3:50:52,231.0666667,6.808100115
F,29,486,F25-29 ,3:50:54,233.5,6.737152034
F,36,487,F35-39 ,3:50:55,231.2,6.804173875
M,33,488,M30-34 ,3:50:56,241.3333333,6.518473757
F,45,489,F45-49 ,3:50:56,231.4166667,6.797803385
M,42,490,M40-44 ,3:50:58,231.1666667,6.805155011
M,39,491,M35-39 ,3:51:01,231.45,6.796824368
F,38,492,F35-39 ,3:51:04,231.6666667,6.790467626
M,41,493,M40-44 ,3:51:04,234.05,6.721320231
M,51,494,M50-54 ,3:51:05,251.05,6.266182035
M,25,495,M25-29 ,3:51:10,258.95,6.075014482
F,30,496,F30-34 ,3:51:18,233.9,6.725630611
F,28,497,F25-29 ,3:51:24,234.2333333,6.716059485
M,37,498,M35-39 ,3:51:25,233.8333333,6.727548111
M,25,499,M25-29 ,3:51:27,251.3166667,6.259533126
M,52,500,M50-54 ,3:51:27,231.7166667,6.789002374
M,39,501,M35-39 ,3:51:35,234.0666667,6.720841641
F,38,502,F35-39 ,3:51:38,234.0166667,6.722277616
F,48,503,F45-49 ,3:51:44,232.05,6.779250162
M,40,504,M40-44 ,3:51:45,232.25,6.773412271
F,35,505,F35-39 ,3:51:45,234.15,6.718449712
M,47,506,M45-49 ,3:51:47,260.6166667,6.036164226
M,25,507,M25-29 ,3:51:50,234.05,6.721320231
M,43,508,M40-44 ,3:51:54,262.7,5.988294633
M,31,509,M30-34 ,3:51:57,236.2666667,6.65826044
M,38,510,M35-39 ,3:52:00,234.2333333,6.716059485
M,33,511,M30-34 ,3:52:05,236.7333333,6.645135173
M,39,512,M35-39 ,3:52:08,234.3833333,6.71176136
M,37,513,M35-39 ,3:52:11,236.6,6.648879966
F,53,514,F50-54 ,3:52:14,234.5,6.708422175
M,29,515,M25-29 ,3:52:19,232.8,6.757409794
M,45,516,M45-49 ,3:52:20,232.65,6.761766602
M,36,517,M35-39 ,3:52:21,232.5,6.766129032
F,38,518,F35-39 ,3:52:25,234.7666667,6.700802215
F,39,519,F35-39 ,3:52:26,235.4833333,6.680409088
M,55,520,M55-59 ,3:52:33,239.3166667,6.57340344
M,57,521,M55-59 ,3:52:37,232.7333333,6.75934546
M,38,522,M35-39 ,3:52:39,235,6.694148936
F,43,523,F40-44 ,3:52:40,233.05,6.75016091
M,27,524,M25-29 ,3:52:40,234.9166667,6.69652359
F,36,525,F35-39 ,3:52:41,232.8,6.757409794
F,53,526,F50-54 ,3:52:43,232.9833333,6.752092424
M,26,527,M25-29 ,3:52:47,233.1333333,6.74774807
F,26,528,F25-29 ,3:52:53,235.2,6.688456633
M,25,529,M25-29 ,3:52:54,233.4666667,6.738113935
M,46,530,M45-49 ,3:52:54,233.15,6.747265709
M,37,531,M35-39 ,3:53:03,233.3333333,6.741964286
M,32,532,M30-34 ,3:53:04,235.75,6.672852598
M,41,533,M40-44 ,3:53:07,265.7166667,5.920309854
M,48,534,M45-49 ,3:53:09,233.3833333,6.740519889
M,51,535,M50-54 ,3:53:13,233.3833333,6.740519889
F,46,536,F45-49 ,3:53:13,235.8166667,6.670966146
M,51,537,M50-54 ,3:53:14,263.9333333,5.960311947
M,39,538,M35-39 ,3:53:19,235.9,6.66860958
M,48,539,M45-49 ,3:53:19,266.7666667,5.897007372
F,54,540,F50-54 ,3:53:19,264.15,5.955423055
M,39,541,M35-39 ,3:53:22,236.35,6.655912841
M,54,542,M50-54 ,3:53:23,235.9333333,6.66766742
F,25,543,F25-29 ,3:53:23,237.6666667,6.619039271
M,40,544,M40-44 ,3:53:29,236.3833333,6.654974265
M,25,545,M25-29 ,3:53:30,235.9,6.66860958
M,28,546,M25-29 ,3:53:30,235.9,6.66860958
F,64,547,F60-64 ,3:53:35,233.8,6.728507271
M,47,548,M45-49 ,3:53:38,234.2666667,6.71510387
M,44,549,M40-44 ,3:53:41,235.9333333,6.66766742
F,24,550,F18-24 ,3:53:42,238.6166667,6.592687015
M,43,551,M40-44 ,3:53:43,268.4333333,5.860393642
M,39,552,M35-39 ,3:53:43,233.7666667,6.729466705
M,28,553,M25-29 ,3:53:46,233.9833333,6.723235273
M,30,554,M30-34 ,3:53:46,234.3166667,6.713670958
M,40,555,M40-44 ,3:53:47,236.1333333,6.662020045
M,48,556,M45-49 ,3:53:52,236.3,6.657321202
M,29,557,M25-29 ,3:53:55,234.8333333,6.698899929
M,40,558,M40-44 ,3:53:56,234.8666667,6.697949191
M,34,559,M30-34 ,3:53:56,234.2833333,6.714626165
M,21,560,M18-24 ,3:54:05,236.3166667,6.656851682
M,56,561,M55-59 ,3:54:05,236.4,6.654505076
F,20,562,F18-24 ,3:54:06,234.1666667,6.71797153
F,39,563,F35-39 ,3:54:07,236.4666667,6.652628982
F,42,564,F40-44 ,3:54:10,236.3666667,6.65544352
M,52,565,M50-54 ,3:54:10,234.6,6.70556266
F,51,566,F50-54 ,3:54:11,236.7833333,6.643731963
M,36,567,M35-39 ,3:54:12,234.85,6.698424526
M,45,568,M45-49 ,3:54:23,234.5666667,6.706515561
M,45,569,M45-49 ,3:54:23,234.6666667,6.70365767
M,26,570,M25-29 ,3:54:26,234.9166667,6.69652359
M,42,571,M40-44 ,3:54:28,237.2,6.632061551
M,22,572,M18-24 ,3:54:30,263.0333333,5.980705867
M,55,573,M55-59 ,3:54:31,235.0166667,6.693674208
M,29,574,M25-29 ,3:54:32,254.3666667,6.184477788
F,23,575,F18-24 ,3:54:33,265.3333333,5.928863065
M,27,576,M25-29 ,3:54:33,235.1833333,6.688930622
F,37,577,F35-39 ,3:54:36,258.85,6.077361406
M,31,578,M30-34 ,3:54:36,234.7166667,6.702229639
M,35,579,M35-39 ,3:54:37,235.05,6.692724952
M,52,580,M50-54 ,3:54:41,234.9833333,6.694623732
F,32,581,F30-34 ,3:54:42,237.55,6.622290044
M,40,582,M40-44 ,3:54:42,241.2333333,6.521175902
M,29,583,M25-29 ,3:54:43,237.3166667,6.62880118
F,38,584,F35-39 ,3:54:44,237.0333333,6.636724793
M,30,585,M30-34 ,3:54:44,265.85,5.917340606
M,51,586,M50-54 ,3:54:46,235.2166667,6.687982711
M,41,587,M40-44 ,3:54:47,265.6166667,5.922538746
M,33,588,M30-34 ,3:54:57,237.6833333,6.618575135
M,42,589,M40-44 ,3:54:57,237.45,6.625078964
M,35,590,M35-39 ,3:54:59,255.3333333,6.161063969
F,40,591,F40-44 ,3:54:59,241.55,6.512626785
M,23,592,M18-24 ,3:54:59,266.0833333,5.912151582
F,32,593,F30-34 ,3:55:00,237.8666667,6.613473935
M,33,594,M30-34 ,3:55:01,250.55,6.278686889
F,35,595,F35-39 ,3:55:02,239.3,6.573861262
M,45,596,M45-49 ,3:55:04,241.3333333,6.518473757
M,46,597,M45-49 ,3:55:06,237.5333333,6.622754701
M,59,598,M55-59 ,3:55:08,235.3833333,6.683247185
F,30,599,F30-34 ,3:55:10,239.55,6.567000626
M,39,600,M35-39 ,3:55:11,235.4333333,6.681827835
M,31,601,M30-34 ,3:55:12,252.2833333,6.235548656
F,35,602,F35-39 ,3:55:12,237.7666667,6.616255432
M,48,603,M45-49 ,3:55:12,235.5333333,6.678990943
F,36,604,F35-39 ,3:55:16,242.1666667,6.49604267
M,33,605,M30-34 ,3:55:16,239.8166667,6.559698381
M,28,606,M25-29 ,3:55:16,246.25,6.388324873
M,39,607,M35-39 ,3:55:23,237.7,6.618111064
M,30,608,M30-34 ,3:55:24,238.1666667,6.605143457
M,38,609,M35-39 ,3:55:25,270.5333333,5.814902661
M,31,610,M30-34 ,3:55:25,239.85,6.558786742
M,28,611,M25-29 ,3:55:33,270.4166667,5.817411402
M,29,612,M25-29 ,3:55:33,238.3,6.601447755
M,41,613,M40-44 ,3:55:33,236.05,6.664371955
M,33,614,M30-34 ,3:55:36,238.45,6.59729503
M,31,615,M30-34 ,3:55:36,235.9333333,6.66766742
F,35,616,F35-39 ,3:55:37,238.4666667,6.596833939
M,46,617,M45-49 ,3:55:37,238.05,6.608380592
F,40,618,F40-44 ,3:55:38,238.2333333,6.603295089
F,33,619,F30-34 ,3:55:39,238.55,6.594529449
M,42,620,M40-44 ,3:55:39,238.05,6.608380592
F,30,621,F30-34 ,3:55:41,266.4,5.905123874
M,53,622,M50-54 ,3:55:41,238.6,6.593147527
M,46,623,M45-49 ,3:55:43,236.1333333,6.662020045
F,23,624,F18-24 ,3:55:43,238.0833333,6.607455373
M,24,625,M18-24 ,3:55:49,236.1666667,6.661079746
M,34,626,M30-34 ,3:55:55,236.0833333,6.663430992
M,30,627,M30-34 ,3:55:56,238.75,6.589005236
M,32,628,M30-34 ,3:55:58,238.7833333,6.588085433
M,25,629,M25-29 ,3:56:03,238.7333333,6.589465233
M,31,630,M30-34 ,3:56:04,236.4833333,6.652160124
M,47,631,M45-49 ,3:56:05,236.55,6.650285352
M,36,632,M35-39 ,3:56:07,236.7666667,6.644199634
M,42,633,M40-44 ,3:56:09,243.1166667,6.470658806
M,34,634,M30-34 ,3:56:09,238.4166667,6.598217407
F,26,635,F25-29 ,3:56:13,236.9833333,6.638125044
M,30,636,M30-34 ,3:56:13,271.0833333,5.803104826
M,52,637,M50-54 ,3:56:14,265.5,5.925141243
M,50,638,M50-54 ,3:56:14,239.2333333,6.575693187
M,47,639,M45-49 ,3:56:15,238.65,6.591766185
M,29,640,M25-29 ,3:56:15,236.2666667,6.65826044
M,42,641,M40-44 ,3:56:16,236.6333333,6.647943372
M,51,642,M50-54 ,3:56:17,236.8166667,6.642796819
F,35,643,F35-39 ,3:56:20,240.5666667,6.53924761
F,23,644,F18-24 ,3:56:27,239.2333333,6.575693187
M,27,645,M25-29 ,3:56:29,271.6333333,5.791354767
F,34,646,F30-34 ,3:56:30,243.05,6.472433656
M,55,647,M55-59 ,3:56:32,253.9833333,6.19381193
M,38,648,M35-39 ,3:56:38,239.6666667,6.563803894
F,56,649,F55-59 ,3:56:40,239.3333333,6.572945682
F,39,650,F35-39 ,3:56:43,239.3166667,6.57340344
F,27,651,F25-29 ,3:56:44,245.5333333,6.406971219
M,39,652,M35-39 ,3:56:44,239.35,6.572487988
M,34,653,M30-34 ,3:56:44,239.3833333,6.571572791
F,47,654,F45-49 ,3:56:46,241.5333333,6.51307618
M,39,655,M35-39 ,3:56:47,267.9166667,5.871695179
F,24,656,F18-24 ,3:56:47,239.6666667,6.563803894
M,33,657,M30-34 ,3:56:50,237.2833333,6.629732387
F,53,658,F50-54 ,3:56:51,239.3333333,6.572945682
M,38,659,M35-39 ,3:56:53,237.4166667,6.626009126
F,33,660,F30-34 ,3:56:54,237.4166667,6.626009126
M,45,661,M45-49 ,3:56:54,237.3666667,6.627404859
F,46,662,F45-49 ,3:56:55,239.9,6.557419758
F,39,663,F35-39 ,3:56:57,239.65,6.56426038
M,32,664,M30-34 ,3:57:02,237.3166667,6.62880118
M,38,665,M35-39 ,3:57:12,237.9,6.612547289
M,63,666,M60-64 ,3:57:12,239.4666667,6.569285913
M,56,667,M55-59 ,3:57:14,237.7833333,6.615791687
M,43,668,M40-44 ,3:57:14,239.8,6.560154295
M,48,669,M45-49 ,3:57:17,237.3666667,6.627404859
F,53,670,F50-54 ,3:57:18,239.7333333,6.561978587
F,37,671,F35-39 ,3:57:18,246.1333333,6.391352925
F,30,672,F30-34 ,3:57:21,239.8,6.560154295
M,60,673,M60-64 ,3:57:31,241.6666667,6.509482759
F,36,674,F35-39 ,3:57:32,238,6.609768908
M,44,675,M40-44 ,3:57:33,240.4833333,6.541513618
M,43,676,M40-44 ,3:57:34,240.35,6.545142501
M,47,677,M45-49 ,3:57:34,240.4,6.543781198
M,62,678,M60-64 ,3:57:37,240.1,6.551957518
M,44,679,M40-44 ,3:57:40,237.7333333,6.617183118
F,44,680,F40-44 ,3:57:40,238.0666667,6.60791795
M,41,681,M40-44 ,3:57:44,238.3166667,6.600986083
M,38,682,M35-39 ,3:57:45,240.6833333,6.536077834
M,36,683,M35-39 ,3:57:46,242.35,6.491128533
F,38,684,F35-39 ,3:57:49,242.4666667,6.488005224
M,41,685,M40-44 ,3:57:49,242.3333333,6.491574966
M,42,686,M40-44 ,3:57:51,242.7833333,6.479542802
M,23,687,M18-24 ,3:57:51,244.65,6.430104231
M,36,688,M35-39 ,3:57:54,238.2333333,6.603295089
M,49,689,M45-49 ,3:57:56,238.4833333,6.596372912
F,38,690,F35-39 ,3:57:58,240.75,6.534267913
M,22,691,M18-24 ,3:57:59,238.3333333,6.600524476
M,60,692,M60-64 ,3:58:04,242.7,6.481767614
M,43,693,M40-44 ,3:58:09,240.9666667,6.528392585
M,42,694,M40-44 ,3:58:09,240.9666667,6.528392585
F,37,695,F35-39 ,3:58:09,238.6,6.593147527
M,26,696,M25-29 ,3:58:10,238.7833333,6.588085433
M,27,697,M25-29 ,3:58:10,240.9833333,6.527941075
M,33,698,M30-34 ,3:58:10,244.7833333,6.426601757
M,44,699,M40-44 ,3:58:15,238.6166667,6.592687015
F,24,700,F18-24 ,3:58:16,273.3833333,5.754282753
M,32,701,M30-34 ,3:58:17,238.3833333,6.599140041
M,47,702,M45-49 ,3:58:17,271.25,5.799539171
F,26,703,F25-29 ,3:58:19,242.7666667,6.479987642
M,39,704,M35-39 ,3:58:22,238.5,6.59591195
F,38,705,F35-39 ,3:58:25,241.2,6.522077114
F,49,706,F45-49 ,3:58:27,258.3333333,6.089516129
M,37,707,M35-39 ,3:58:29,255.6166667,6.154234857
M,34,708,M30-34 ,3:58:30,238.8833333,6.585327566
M,30,709,M30-34 ,3:58:32,249.2,6.312700642
M,20,710,M18-24 ,3:58:34,238.5833333,6.593608103
M,33,711,M30-34 ,3:58:35,243,6.473765432
M,47,712,M45-49 ,3:58:39,241.6833333,6.50903386
F,25,713,F25-29 ,3:58:40,243.0166667,6.473321446
F,50,714,F50-54 ,3:58:42,241.45,6.515324084
M,35,715,M35-39 ,3:58:42,239.1833333,6.5770678
M,42,716,M40-44 ,3:58:43,241.3,6.519374223
F,39,717,F35-39 ,3:58:44,241.3833333,6.517123524
F,18,718,F18-24 ,3:58:45,239.3333333,6.572945682
M,37,719,M35-39 ,3:58:50,241.4833333,6.514424736
F,40,720,F40-44 ,3:58:51,243.2666667,6.46666895
M,37,721,M35-39 ,3:58:53,241.2666667,6.520274938
M,46,722,M45-49 ,3:58:58,274.45,5.731918382
M,44,723,M40-44 ,3:58:58,241.8333333,6.504996554
M,43,724,M40-44 ,3:59:04,239.1333333,6.578442989
M,36,725,M35-39 ,3:59:06,239.4333333,6.570200473
M,42,726,M40-44 ,3:59:09,239.3,6.573861262
M,27,727,M25-29 ,3:59:09,239.7666667,6.561066314
M,31,728,M30-34 ,3:59:09,241.5166667,6.513525637
F,53,729,F50-54 ,3:59:09,266.7833333,5.89663897
M,39,730,M35-39 ,3:59:10,274.2,5.73714442
F,25,731,F25-29 ,3:59:10,243.7166667,6.454728852
M,47,732,M45-49 ,3:59:10,239.7166667,6.562434819
M,32,733,M30-34 ,3:59:11,241.6833333,6.50903386
M,40,734,M40-44 ,3:59:12,241.8666667,6.504100055
M,39,735,M35-39 ,3:59:14,241.9833333,6.500964254
F,39,736,F35-39 ,3:59:17,241.8166667,6.505444896
M,46,737,M45-49 ,3:59:18,239.4333333,6.570200473
M,28,738,M25-29 ,3:59:18,240.0333333,6.553777253
M,54,739,M50-54 ,3:59:20,239.5333333,6.567457556
F,49,740,F45-49 ,3:59:20,239.5666667,6.56654376
F,37,741,F35-39 ,3:59:23,239.5833333,6.566086957
M,45,742,M45-49 ,3:59:24,259.2,6.069155093
F,50,743,F50-54 ,3:59:25,239.6666667,6.563803894
M,52,744,M50-54 ,3:59:25,241.7666667,6.506790294
F,35,745,F35-39 ,3:59:27,243.6833333,6.455611791
M,29,746,M25-29 ,3:59:27,243.9833333,6.447674021
M,50,747,M50-54 ,3:59:30,241.85,6.504548274
M,35,748,M35-39 ,3:59:32,240.0833333,6.552412357
M,38,749,M35-39 ,3:59:33,270.8833333,5.807389405
M,51,750,M50-54 ,3:59:34,261.4833333,6.016157818
F,47,751,F45-49 ,3:59:37,242.1333333,6.496936949
M,30,752,M30-34 ,3:59:41,239.8333333,6.55924253
F,33,753,F30-34 ,3:59:44,240,6.5546875
M,41,754,M40-44 ,3:59:45,247.8666667,6.34665815
M,45,755,M45-49 ,3:59:45,239.7833333,6.560610273
M,34,756,M30-34 ,3:59:51,242.5166667,6.486667583
M,36,757,M35-39 ,3:59:51,240.1,6.551957518
F,43,758,F40-44 ,3:59:51,259.3,6.066814501
M,32,759,M30-34 ,3:59:55,240.3833333,6.544234903
M,42,760,M40-44 ,3:59:56,242.85,6.477764052
M,24,761,M18-24 ,3:59:56,262.1,6.002003052
M,38,762,M35-39 ,3:59:57,242.7166667,6.48132253
M,37,763,M35-39 ,4:00:00,240.0833333,6.552412357
F,21,764,F18-24 ,4:00:02,242.3,6.492468015
M,32,765,M30-34 ,4:00:04,274.95,5.721494817
M,32,766,M30-34 ,4:00:08,271.1833333,5.800964907
F,30,767,F30-34 ,4:00:08,271.1833333,5.800964907
M,46,768,M45-49 ,4:00:10,247.0833333,6.366779089
M,34,769,M30-34 ,4:00:11,242.8166667,6.478653305
F,42,770,F40-44 ,4:00:11,244.35,6.437998772
M,24,771,M18-24 ,4:00:15,243.15,6.469771746
M,43,772,M40-44 ,4:00:15,246.7,6.376672071
F,33,773,F30-34 ,4:00:17,273.05,5.761307453
M,45,774,M45-49 ,4:00:18,243,6.473765432
M,41,775,M40-44 ,4:00:26,258.1333333,6.094234246
M,26,776,M25-29 ,4:00:27,271.3833333,5.796689799
M,34,777,M30-34 ,4:00:27,241.2166667,6.521626477
F,54,778,F50-54 ,4:00:27,243.4666667,6.461356791
M,24,779,M18-24 ,4:00:27,275.3833333,5.712491678
M,38,780,M35-39 ,4:00:30,247.2,6.363774272
M,28,781,M25-29 ,4:00:35,242.9333333,6.475541987
M,36,782,M35-39 ,4:00:40,243.1833333,6.468884929
F,26,783,F25-29 ,4:00:45,241.35,6.518023617
M,53,784,M50-54 ,4:00:49,243.2333333,6.46755516
M,40,785,M40-44 ,4:00:54,245.0666667,6.419171654
M,46,786,M45-49 ,4:00:54,241.6333333,6.510380742
F,28,787,F25-29 ,4:00:55,266.15,5.910670674
M,60,788,M60-64 ,4:00:55,243.1833333,6.468884929
M,46,789,M45-49 ,4:00:55,241.65,6.509931719
M,43,790,M40-44 ,4:00:57,243.9833333,6.447674021
M,42,791,M40-44 ,4:00:57,272.0166667,5.783193432
M,43,792,M40-44 ,4:01:02,243.9333333,6.448995627
M,41,793,M40-44 ,4:01:03,267.2666667,5.885975306
M,59,794,M55-59 ,4:01:04,241.7,6.508585023
M,39,795,M35-39 ,4:01:04,241.1333333,6.523880288
F,23,796,F18-24 ,4:01:05,244.05,6.445912723
M,30,797,M30-34 ,4:01:06,264.8833333,5.93893538
M,38,798,M35-39 ,4:01:06,244.0666667,6.445472548
F,30,799,F30-34 ,4:01:07,271.9,5.78567488
M,29,800,M25-29 ,4:01:07,243.4166667,6.462684012
M,52,801,M50-54 ,4:01:11,241.4333333,6.515773851
M,41,802,M40-44 ,4:01:13,241.8666667,6.504100055
M,40,803,M40-44 ,4:01:14,243.9166667,6.449436283
M,61,804,M60-64 ,4:01:15,241.9666667,6.50141204
M,24,805,M18-24 ,4:01:23,267,5.891853933
M,36,806,M35-39 ,4:01:23,244.2166667,6.441513683
F,28,807,F25-29 ,4:01:27,273.75,5.746575342
M,28,808,M25-29 ,4:01:32,272.3166667,5.776822327
M,25,809,M25-29 ,4:01:38,267.4833333,5.881207552
F,31,810,F30-34 ,4:01:46,244.3,6.439316414
M,43,811,M40-44 ,4:02:00,257.6666667,6.105271669
M,37,812,M35-39 ,4:02:00,264.2833333,5.95241849
M,36,813,M35-39 ,4:02:00,244.7833333,6.426601757
F,39,814,F35-39 ,4:02:04,242.3833333,6.490235852
F,25,815,F25-29 ,4:02:07,248.7,6.325392039
M,31,816,M30-34 ,4:02:07,263.8833333,5.961441294
M,29,817,M25-29 ,4:02:11,242.3166667,6.49202146
M,42,818,M40-44 ,4:02:12,279.15,5.635411069
M,56,819,M55-59 ,4:02:12,253.0666667,6.216247366
M,50,820,M50-54 ,4:02:19,257.4833333,6.109618746
M,68,821,M65-69 ,4:02:20,246.9833333,6.369356907
M,41,822,M40-44 ,4:02:21,261.6166667,6.013091674
F,33,823,F30-34 ,4:02:25,242.5,6.487113402
F,36,824,F35-39 ,4:02:26,244.9666667,6.421792081
F,25,825,F25-29 ,4:02:27,247.3666667,6.359486592
M,28,826,M25-29 ,4:02:31,242.6166667,6.483993955
F,39,827,F35-39 ,4:02:39,244.9166667,6.423103096
M,50,828,M50-54 ,4:02:39,253.8666667,6.196658351
M,41,829,M40-44 ,4:02:42,243.0333333,6.47287752
F,24,830,F18-24 ,4:02:44,266.9833333,5.892221737
F,34,831,F30-34 ,4:02:46,245.5833333,6.40566678
M,46,832,M45-49 ,4:02:48,275.25,5.715258856
M,40,833,M40-44 ,4:02:49,243.3666667,6.464011779
F,39,834,F35-39 ,4:02:49,243.3666667,6.464011779
M,31,835,M30-34 ,4:03:01,263.0333333,5.980705867
M,45,836,M45-49 ,4:03:02,245.8,6.400020342
M,48,837,M45-49 ,4:03:03,245.8,6.400020342
M,37,838,M35-39 ,4:03:13,245.9,6.397417649
M,55,839,M55-59 ,4:03:15,280.05,5.617300482
M,20,840,M18-24 ,4:03:17,245.7,6.402625153
M,29,841,M25-29 ,4:03:17,246.0166667,6.394383849
M,43,842,M40-44 ,4:03:19,250.05,6.291241752
M,33,843,M30-34 ,4:03:22,247.8333333,6.347511769
F,39,844,F35-39 ,4:03:29,245.8333333,6.399152542
M,37,845,M35-39 ,4:03:34,244.2,6.441953317
M,35,846,M35-39 ,4:03:36,243.7,6.455170291
M,47,847,M45-49 ,4:03:42,244.4833333,6.434487695
M,27,848,M25-29 ,4:03:44,267.8166667,5.87388761
F,31,849,F30-34 ,4:03:45,246.5666667,6.380120319
M,29,850,M25-29 ,4:03:52,248.7,6.325392039
M,33,851,M30-34 ,4:03:54,254.15,6.189750148
M,31,852,M30-34 ,4:04:00,244.3666667,6.437559678
M,45,853,M45-49 ,4:04:18,244.7666667,6.427039357
M,23,854,M18-24 ,4:04:22,250.9833333,6.267846471
M,28,855,M25-29 ,4:04:22,247.1,6.366349656
F,43,856,F40-44 ,4:04:23,245.0666667,6.419171654
M,38,857,M35-39 ,4:04:25,246.8166667,6.373657911
F,22,858,F18-24 ,4:04:25,250.9833333,6.267846471
M,22,859,M18-24 ,4:04:25,275.0833333,5.7187216
F,28,860,F25-29 ,4:04:29,275.45,5.711109094
M,25,861,M25-29 ,4:04:36,266.85,5.895165823
M,38,862,M35-39 ,4:04:40,246.95,6.370216643
M,34,863,M30-34 ,4:04:43,253.1833333,6.213382924
M,35,864,M35-39 ,4:04:43,248.95,6.319039968
M,35,865,M35-39 ,4:04:44,245.3666667,6.41132319
M,41,866,M40-44 ,4:04:48,245.0833333,6.418735124
M,47,867,M45-49 ,4:04:56,264.3166667,5.951667823
M,29,868,M25-29 ,4:05:03,245.8166667,6.399586413
M,42,869,M40-44 ,4:05:03,247.3666667,6.359486592
M,37,870,M35-39 ,4:05:05,247.9333333,6.3449516
M,38,871,M35-39 ,4:05:06,255.4166667,6.159053834
F,34,872,F30-34 ,4:05:10,247.9666667,6.344098669
M,42,873,M40-44 ,4:05:14,247.6666667,6.351783311
F,31,874,F30-34 ,4:05:14,248.1666667,6.338985897
F,40,875,F40-44 ,4:05:15,247.6666667,6.351783311
M,41,876,M40-44 ,4:05:17,280.55,5.607289253
M,46,877,M45-49 ,4:05:17,249.8166667,6.297117886
M,45,878,M45-49 ,4:05:18,245.6833333,6.403059494
M,42,879,M40-44 ,4:05:19,269.6333333,5.834312029
M,50,880,M50-54 ,4:05:19,245.6833333,6.403059494
F,25,881,F25-29 ,4:05:21,251.75,6.248758689
M,41,882,M40-44 ,4:05:28,248.4666667,6.331332171
M,34,883,M30-34 ,4:05:30,256.6666667,6.129058442
M,39,884,M35-39 ,4:05:32,245.9666667,6.395683697
M,31,885,M30-34 ,4:05:34,250.6166667,6.277016692
F,36,886,F35-39 ,4:05:35,248,6.343245968
M,18,887,M18-24 ,4:05:36,282.7333333,5.563988446
F,39,888,F35-39 ,4:05:39,248.5833333,6.328360711
M,29,889,M25-29 ,4:05:40,276.55,5.688392696
M,63,890,M60-64 ,4:05:41,246.0833333,6.392651541
M,39,891,M35-39 ,4:05:42,246.3166667,6.386595845
M,42,892,M40-44 ,4:05:45,248.25,6.336858006
M,50,893,M50-54 ,4:05:48,248.5333333,6.329633852
M,33,894,M30-34 ,4:05:50,248.15,6.339411646
M,30,895,M30-34 ,4:05:53,271.7,5.78993375
M,32,896,M30-34 ,4:05:53,252.65,6.226499109
M,27,897,M25-29 ,4:06:03,248.8,6.322849678
F,36,898,F35-39 ,4:06:03,248.6666667,6.326239946
M,34,899,M30-34 ,4:06:05,276.75,5.684281843
M,38,900,M35-39 ,4:06:07,266.3833333,5.905493337
M,34,901,M30-34 ,4:06:11,257.25,6.11516035
M,34,902,M30-34 ,4:06:16,246.7333333,6.375810592
F,34,903,F30-34 ,4:06:17,246.7333333,6.375810592
F,38,904,F35-39 ,4:06:23,248.6,6.327936444
M,61,905,M60-64 ,4:06:26,257.6333333,6.106061586
M,51,906,M50-54 ,4:06:28,268.0333333,5.869139411
F,48,907,F45-49 ,4:06:33,251,6.267430279
M,43,908,M40-44 ,4:06:35,247.1833333,6.364203358
M,22,909,M18-24 ,4:06:35,251.0166667,6.267014142
F,33,910,F30-34 ,4:06:44,249.5666667,6.303425938
M,45,911,M45-49 ,4:06:55,247.5666667,6.354348997
M,30,912,M30-34 ,4:06:56,269.35,5.84044923
M,20,913,M18-24 ,4:06:59,247.3666667,6.359486592
M,50,914,M50-54 ,4:06:59,247.55,6.354776813
F,31,915,F30-34 ,4:06:59,277.65,5.665856294
M,44,916,M40-44 ,4:07:03,282.1333333,5.575821125
M,53,917,M50-54 ,4:07:03,253.95,6.194624926
M,42,918,M40-44 ,4:07:07,249.8666667,6.295857791
M,61,919,M60-64 ,4:07:08,255.8166667,6.149423415
M,29,920,M25-29 ,4:07:09,247.2833333,6.36162971
M,41,921,M40-44 ,4:07:10,247.4333333,6.357773138
